Unnamed: 0,ID,Trial,num_option,compliance,context_0,context_1,context_2,context_3,context_4,context_5,context_6,context_7,context_8,context_9,context_10,context_11,context_12,context_13,context_14,context_15,context_16,context_17,context_18,context_19,context_20,context_21,context_22,context_23,context_24,context_25,context_26,context_27,context_28,context_29
407,0,0,3,2,"[0.34363268946711073, -0.1749535275685413, -0.01215785062934001, -0.009234319352364698]","[0.331211000936662, -0.19471571386386893, 0.029138983537148645, -0.004231011517017626]","[0.35761123451488736, -0.15840561058778208, -0.05165876821879779, -0.025040338611121312]",,,,,,,,,,,,,,,,,,,,,,,,,,,
408,0,1,2,1,"[0.3576112345148873, -0.15840561058778216, -0.05165876821879777, -0.02504033861112227]","[0.33858327751606043, -0.19299618078881867, 0.01639766010273782, -0.008517458147849447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,0,2,2,1,"[-0.2939963966583066, -0.08994700960023172, 0.06495124897967836, 0.011417132003892829]","[-0.2808476230134267, -0.06550468328687027, 0.0048428312172948745, -0.003982117680489688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,0,3,5,4,"[0.08572272214239764, 0.20193825206233196, -0.016134854254558302, 0.40126402956444873]","[0.10350437903825498, 0.22018540690038213, -0.057258242856223336, 0.3961124185844169]","[0.09746625228855442, 0.21648575268352574, -0.04466241651237711, 0.39841440615359647]","[0.11708859503362463, 0.23788305974349602, -0.09699987359606457, 0.39131642969488734]","[0.09746625228855442, 0.21648575268352577, -0.044662416512377096, 0.3984144061535962]",,,,,,,,,,,,,,,,,,,,,,,,,
411,0,4,2,1,"[0.07756865464200333, 0.2244435233741134, -0.16457364076776343, -0.1480682438209977]","[0.10374770059909448, 0.26214749964045775, -0.24448159498361907, -0.17609381880485114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,0,5,2,1,"[0.3385832775160605, -0.19299618078881875, 0.016397660102737712, -0.008517458147850253]","[-0.2575215721336738, -0.04682101483927609, -0.04017106959388435, -0.021422137304299302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,0,6,2,1,"[0.305285210708019, -0.2133881201221443, 0.08531086507588925, 0.010247544646707513]","[-0.27539972449444294, -0.06214796603609814, -0.009489521649940857, -0.008711170514395442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0,7,2,1,"[0.35761123451488736, -0.15840561058778208, -0.05165876821879772, -0.025040338611121933]","[0.3385832775160605, -0.19299618078881872, 0.01639766010273775, -0.00851745814785009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,0,8,2,1,"[-0.257207392319547, -0.041594548100427425, -0.052226566431870736, -0.014031552960137006]","[-0.27539972449444294, -0.062147966036098165, -0.009489521649940848, -0.008711170514395388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,0,9,2,1,"[0.1331983560557016, 0.2925015421081338, -0.3204098834549412, -0.19499659795210145]","[0.10374770059909451, 0.26214749964045775, -0.24448159498361915, -0.17609381880485142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,0,10,2,1,"[-0.25720739231954715, -0.04159454810042745, -0.052226566431870715, -0.01403155296013669]","[-0.275399724494443, -0.062147966036098165, -0.009489521649940864, -0.008711170514395548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,0,11,4,3,"[0.3576112345148873, -0.15840561058778208, -0.05165876821879774, -0.02504033861112169]","[0.35423736833343333, -0.16803629660343844, -0.03673868462257811, -0.016878384749341148]","[0.30528521070801906, -0.21338812012214434, 0.08531086507588918, 0.0102475446467069]","[0.35761123451488736, -0.15840561058778213, -0.05165876821879777, -0.025040338611121843]",,,,,,,,,,,,,,,,,,,,,,,,,,
419,0,12,4,3,"[0.35761123451488736, -0.15840561058778216, -0.0516587682187978, -0.025040338611122336]","[0.3542373683334334, -0.16803629660343836, -0.03673868462257804, -0.01687838474934082]","[0.305285210708019, -0.21338812012214428, 0.08531086507588923, 0.010247544646707058]","[0.3576112345148873, -0.1584056105877821, -0.05165876821879771, -0.02504033861112127]",,,,,,,,,,,,,,,,,,,,,,,,,,
420,0,13,2,1,"[0.13319835605570166, 0.29250154210813384, -0.3204098834549411, -0.19499659795210084]","[0.12827532515073836, 0.29177886664297314, -0.3122101631213381, -0.19392809462234897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,0,14,2,1,"[0.13319835605570166, 0.2925015421081338, -0.3204098834549411, -0.1949965979521014]","[0.11996452939549579, 0.2746593174989867, -0.28081125254786515, -0.18957852096194713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,0,15,2,1,"[0.1331983560557017, 0.2925015421081339, -0.32040988345494115, -0.19499659795210073]","[0.12347652176134881, 0.28415391795761374, -0.2983402654074125, -0.18615928184941927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,0,16,2,1,"[0.1331983560557016, 0.2925015421081337, -0.32040988345494115, -0.19499659795210184]","[0.12247457741860306, 0.2883325034260925, -0.2995081717488443, -0.18964242247196736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,0,17,2,1,"[0.13319835605570166, 0.2925015421081339, -0.320409883454941, -0.19499659795210078]","[0.10374770059909451, 0.2621474996404577, -0.24448159498361915, -0.17609381880485178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,0,18,2,1,"[0.13319835605570154, 0.2925015421081338, -0.32040988345494115, -0.19499659795210153]","[0.12827532515073836, 0.2917788666429731, -0.3122101631213382, -0.1939280946223489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0,19,2,1,"[0.13319835605570154, 0.29250154210813384, -0.320409883454941, -0.1949965979521007]","[0.11475794890380371, 0.27361821172878026, -0.2719125698737114, -0.18835619587674335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,0,20,2,1,"[-0.2572073923195472, -0.04159454810042746, -0.05222656643187063, -0.01403155296013603]","[-0.275399724494443, -0.06214796603609819, -0.00948952164994091, -0.008711170514395917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,0,21,2,1,"[-0.25720739231954715, -0.0415945481004274, -0.052226566431870694, -0.014031552960136695]","[-0.2808476230134267, -0.0655046832868702, 0.004842831217294917, -0.003982117680489381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,0,22,2,1,"[-0.25720739231954703, -0.04159454810042743, -0.0522265664318706, -0.01403155296013602]","[-0.28084762301342664, -0.06550468328687024, 0.004842831217294945, -0.0039821176804891185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,0,23,2,1,"[-0.257207392319547, -0.04159454810042741, -0.05222656643187062, -0.014031552960136121]","[-0.25720739231954703, -0.04159454810042736, -0.05222656643187062, -0.014031552960136178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,0,24,2,1,"[-0.25720739231954703, -0.04159454810042741, -0.052226566431870715, -0.014031552960137087]","[-0.275399724494443, -0.06214796603609821, -0.009489521649940935, -0.00871117051439623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,0,25,2,1,"[-0.2572073923195472, -0.04159454810042746, -0.052226566431870736, -0.014031552960137169]","[-0.2808476230134267, -0.06550468328687027, 0.004842831217294808, -0.0039821176804898445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,0,26,2,1,"[-0.25720739231954703, -0.041594548100427446, -0.052226566431870715, -0.014031552960136908]","[-0.24000422276339567, -0.026949162164799072, -0.08141959265814971, -0.026484941177034843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,0,27,2,1,"[-0.257207392319547, -0.041594548100427405, -0.05222656643187065, -0.014031552960136527]","[-0.27539972449444305, -0.06214796603609815, -0.009489521649940795, -0.008711170514394974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0,28,2,1,"[0.1331983560557016, 0.29250154210813384, -0.32040988345494104, -0.1949965979521009]","[0.12347652176134878, 0.2841539179576138, -0.2983402654074125, -0.1861592818494195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,0,29,2,1,"[-0.2572073923195471, -0.04159454810042738, -0.05222656643187062, -0.014031552960136046]","[-0.28426327664726514, -0.07349254730037118, 0.022201487803102844, 0.005397040753427944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
