Unnamed: 0,Age_18 - 34,Age_35 - 49,Age_50 - 64,Gender_Male,Education_Bachelor's degree,Education_High school diploma or equivalent,Education_Master's degree or higher,num_cars_One car,w_TT,w_CO2,w_Rec,TT_00,TT_01,CO2_00,CO2_01,Rec_0,compliance_0,TT_10,TT_11,CO2_10,CO2_11,Rec_1,compliance_1,TT_20,TT_21,CO2_20,CO2_21,Rec_2,compliance_2,TT_30,TT_31,CO2_30,CO2_31,Rec_3,compliance_3,TT_40,TT_41,CO2_40,CO2_41,Rec_4,compliance_4,TT_50,TT_51,CO2_50,CO2_51,Rec_5,compliance_5,TT_60,TT_61,CO2_60,CO2_61,Rec_6,compliance_6,TT_70,TT_71,CO2_70,CO2_71,Rec_7,compliance_7,TT_80,TT_81,CO2_80,CO2_81,Rec_8,compliance_8,TT_90,TT_91,CO2_90,CO2_91,Rec_9,compliance_9,TT_100,TT_101,CO2_100,CO2_101,Rec_10,compliance_10,TT_110,TT_111,CO2_110,CO2_111,Rec_11,compliance_11,TT_120,TT_121,CO2_120,CO2_121,Rec_12,compliance_12,TT_130,TT_131,CO2_130,CO2_131,Rec_13,compliance_13,TT_140,TT_141,CO2_140,CO2_141,Rec_14,compliance_14,TT_150,TT_151,CO2_150,CO2_151,Rec_15,compliance_15,TT_160,TT_161,CO2_160,CO2_161,Rec_16,compliance_16,TT_170,TT_171,CO2_170,CO2_171,Rec_17,compliance_17,TT_180,TT_181,CO2_180,CO2_181,Rec_18,compliance_18,TT_190,TT_191,CO2_190,CO2_191,Rec_19,compliance_19,TT_200,TT_201,CO2_200,CO2_201,Rec_20,compliance_20,TT_210,TT_211,CO2_210,CO2_211,Rec_21,compliance_21,TT_220,TT_221,CO2_220,CO2_221,Rec_22,compliance_22,TT_230,TT_231,CO2_230,CO2_231,Rec_23,compliance_23,TT_240,TT_241,CO2_240,CO2_241,Rec_24,compliance_24,TT_250,TT_251,CO2_250,CO2_251,Rec_25,compliance_25,TT_260,TT_261,CO2_260,CO2_261,Rec_26,compliance_26,TT_270,TT_271,CO2_270,CO2_271,Rec_27,compliance_27,TT_280,TT_281,CO2_280,CO2_281,Rec_28,compliance_28,TT_290,TT_291,CO2_290,CO2_291,Rec_29,compliance_29,TT_300,TT_301,CO2_300,CO2_301,Rec_30,compliance_30,TT_310,TT_311,CO2_310,CO2_311,Rec_31,compliance_31,TT_320,TT_321,CO2_320,CO2_321,Rec_32,compliance_32,TT_330,TT_331,CO2_330,CO2_331,Rec_33,compliance_33,TT_340,TT_341,CO2_340,CO2_341,Rec_34,compliance_34,TT_350,TT_351,CO2_350,CO2_351,Rec_35,compliance_35,TT_360,TT_361,CO2_360,CO2_361,Rec_36,compliance_36,TT_370,TT_371,CO2_370,CO2_371,Rec_37,compliance_37,TT_380,TT_381,CO2_380,CO2_381,Rec_38,compliance_38,TT_390,TT_391,CO2_390,CO2_391,Rec_39,compliance_39
291,1,0,0,0,0,0,1,0,-0.0923345909086243,-0.054969899279278,0.0,100,113.5406324056329,100,97.48907600069764,0,0,100,103.59581133702264,100,96.15587125557845,0,0,100,103.72099588555064,100,86.5840074815801,1,1,100,111.70085288483834,100,94.12849180228498,1,0,100,116.08951800815134,100,87.21112400985807,0,0,100,100.95119618346789,100,88.91403041757872,0,1,100,108.47189473730384,100,88.4350098688534,1,0,100,101.93150071298432,100,92.49296411893197,1,1,100,102.0796346864553,100,93.95054640301716,0,1,100,102.04780417511208,100,92.22904101193733,1,1,100,100.6892057004176,100,89.67044834880208,0,1,100,106.68709677839934,100,89.63007275800624,0,0,100,101.54923872039522,100,92.63637234574666,0,1,100,101.629042090685,100,85.07765179899867,0,1,100,112.51685245279522,100,87.85238526206804,1,0,100,98.0525762371042,100,96.19452302055232,0,1,100,110.57196160010886,100,87.43990827529606,0,0,100,105.40729866570793,100,88.96484652238048,0,1,100,105.98515840114166,100,92.3540155002692,0,0,100,104.76755246071522,100,90.45841917986064,0,1,100,102.20172546679674,100,91.69011553078944,0,1,100,108.65381820783074,100,96.71256912598088,1,0,100,93.49665385177278,100,89.01113320588291,0,1,100,101.27679919320737,100,92.87637137532803,0,1,100,100.2027710141761,100,92.41697253550586,1,1,100,103.97022509141844,100,93.89648663116957,0,0,100,104.4238943359614,100,91.10438906652628,0,1,100,98.31814396552264,100,90.81680962085728,0,1,100,101.85008153858816,100,90.46976118619229,1,1,100,112.59543965509584,100,88.16759407053397,1,0,100,97.7901944625262,100,86.99096252045426,0,1,100,105.03968436589182,100,91.23504384273896,0,1,100,100.91829886566836,100,85.46385256978473,0,1,100,112.1389427231845,100,98.77378003580804,1,0,100,108.71462046841891,100,95.25191695993198,1,0,100,112.61336276616096,100,90.59555871329542,0,0,100,108.9226573007692,100,88.25998114992059,1,0,100,98.88594095457722,100,89.144130938769,1,1,100,103.86949683188152,100,95.1956748340171,1,0,100,105.59573900903284,100,87.34744565491353,1,1
710,0,1,0,1,0,0,1,1,-0.2058826474978827,-0.2081021672906779,0.0,100,103.86107525405916,100,95.26816310223624,1,1,100,95.59562379663316,100,86.82177893101101,1,1,100,105.63286988573893,100,92.5641513763797,0,1,100,98.9823127307166,100,94.23141310464555,1,1,100,104.6792679823014,100,93.97586202504488,1,1,100,96.64931319663552,100,90.51499312333934,1,1,100,108.48037192542742,100,98.02352165998668,1,0,100,105.65659770716006,100,89.45341592333185,0,1,100,96.69183884977586,100,92.37421090092208,0,1,100,96.04055143654458,100,93.54489579342102,1,1,100,109.79993143332165,100,89.73197012525864,0,1,100,108.4336507899123,100,90.00819109708249,0,1,100,89.87299396044727,100,93.1402842228452,0,1,100,103.42059065732744,100,92.22632717189649,1,1,100,114.45075797743011,100,86.06270340284402,0,0,100,98.64390094762648,100,83.98118781541142,0,1,100,110.16165827998856,100,94.04936554602877,1,0,100,101.7021631796564,100,92.1235435111875,1,1,100,98.59787183947512,100,97.54868851675296,0,1,100,105.48720458095352,100,96.01850375598028,0,0,100,110.76555840926706,100,95.53685965740064,1,0,100,109.51437614951035,100,84.53712341104404,0,1,100,96.50522073579543,100,95.3217696565513,1,1,100,110.71997924487984,100,97.04918123912164,0,0,100,101.36337939310842,100,93.24946545204618,0,1,100,101.2156589757722,100,94.61887716718556,1,1,100,108.43984136541998,100,88.04900398890685,1,1,100,95.51432030300369,100,83.26875235467908,1,1,100,116.59241143491876,100,89.34946428255184,0,0,100,98.00286969320686,100,96.79384099349971,0,1,100,107.3041239215747,100,93.65898023262446,0,0,100,104.18408316058957,100,92.85662203708776,1,1,100,92.86064771753132,100,97.88309023224733,0,1,100,98.73720871775366,100,94.47474293609709,1,1,100,103.78543258185964,100,95.76576815320496,1,1,100,104.87447044184154,100,82.26495887947063,1,1,100,97.63554476807894,100,92.9158178946926,1,1,100,100.56094064006165,100,85.51402691160061,0,1,100,116.74363426465844,100,94.9287461574586,0,0,100,97.37062829426938,100,92.0983882688326,1,1
353,1,0,0,1,0,0,1,1,-0.2085644177885117,-0.0732260425787353,0.0,100,110.450854115121,100,91.67013536213663,1,0,100,97.79588134843546,100,94.91159578351818,1,1,100,92.83200327161354,100,85.61317691602514,1,1,100,107.365139339324,100,91.15266518387722,1,0,100,105.27081068609124,100,96.02113790527471,0,0,100,103.65667257849508,100,90.88803015244898,1,0,100,113.8264869229366,100,92.86090052418844,1,0,100,95.43748550281414,100,93.27412771045738,1,1,100,103.66736112966171,100,93.46922862934252,1,0,100,100.36246367821532,100,91.77818473447245,1,1,100,109.63367572684275,100,92.9209275157639,0,0,100,107.9692045477698,100,84.84803504278342,1,0,100,101.32593587482442,100,93.38001307806384,1,1,100,103.15790697473328,100,84.36119926212305,1,1,100,108.04211284558689,100,97.23184935725622,1,0,100,93.19202937945929,100,90.95931091209783,1,1,100,98.58587188379984,100,91.89198029857666,1,1,100,112.77611874677063,100,95.76251960945712,1,0,100,100.49611287015604,100,91.01516889237334,0,1,100,104.91739519709392,100,93.18780139556628,1,0,100,103.70839494413302,100,95.79285373604613,1,0,100,108.5687897939052,100,93.26425325652836,0,0,100,105.32546692109676,100,87.99324141794276,0,0,100,114.0988527775724,100,86.73392498109632,0,0,100,111.3849386326643,100,93.5699623836467,0,0,100,107.64841542694391,100,98.07879554686704,1,0,100,105.11181216868448,100,90.30270801119596,0,0,100,103.57773752724349,100,95.42850556797453,0,0,100,101.30730944116682,100,94.8207757391927,1,1,100,100.2723879330124,100,97.81173128438532,0,1,100,100.06065559244333,100,83.13678371200184,0,1,100,100.29083789778622,100,92.77324710033824,1,1,100,97.90265164411844,100,96.68874654303096,1,1,100,103.35528808377546,100,89.39479455876777,0,1,100,110.044398738851,100,100.58593904588535,0,0,100,101.5512701435514,100,92.08788031994096,1,1,100,106.23018837607958,100,85.1651947908286,1,0,100,112.41818793064384,100,93.90909588646927,0,0,100,105.86171583065664,100,94.4285273397378,0,0,100,107.29818314485104,100,87.14740221943049,0,0
716,0,1,0,1,0,0,1,1,-0.2266556398099281,-0.1150257936016715,0.0,100,107.96170405003564,100,88.32437772341076,0,0,100,101.22124027516266,100,92.16184647718566,0,1,100,104.26550755081864,100,90.3319099688731,1,1,100,107.55783587341122,100,89.45070876153474,1,0,100,107.1954051532074,100,96.01762320677987,0,0,100,108.80073956894364,100,94.256477296797,0,0,100,106.22890136114192,100,95.77719478558744,1,0,100,114.1248528168881,100,95.24098049559464,1,0,100,104.48783122577854,100,88.90564230315847,1,1,100,109.47193850402284,100,92.75388753503192,0,0,100,102.55248528773066,100,91.49937913011344,0,1,100,98.8862814363168,100,93.8001521078921,0,1,100,105.39714913678594,100,98.47374106955012,0,0,100,100.77202056313064,100,93.24631966242409,1,1,100,103.20566823705003,100,90.57449192357912,0,1,100,104.61011925980576,100,93.35732754854617,0,0,100,103.77838790240163,100,96.24278494671168,0,0,100,101.9173421992408,100,99.42917213227892,1,0,100,91.76007056006551,100,89.11087870020981,1,1,100,109.44050851888956,100,93.303881523511,1,0,100,108.48648489758595,100,96.88382319585864,0,0,100,113.47745872343,100,91.87118939392784,1,0,100,103.27155725802746,100,99.4998824605792,1,0,100,109.6232800823695,100,96.77439653110407,0,0,100,110.92496562632208,100,96.28849432842595,0,0,100,110.1809927118298,100,98.56518224791893,1,0,100,105.81575099161904,100,94.65295782522766,1,0,100,107.01747506661611,100,91.2732669358372,0,0,100,103.107310273057,100,86.64822484151371,1,1,100,104.20207904104387,100,97.3719847566528,1,0,100,95.09753790364242,100,97.48196066140775,0,1,100,107.53320256167994,100,90.39252039314071,1,0,100,114.1839586436915,100,94.58706463030464,0,0,100,106.8857019668703,100,96.53176955275956,1,0,100,95.74428982510162,100,86.29120669499414,1,1,100,110.96686776407664,100,92.89956456665765,1,0,100,99.7193803870784,100,93.9999309552419,0,1,100,102.57135700851828,100,92.568237786175,0,1,100,97.42098531266576,100,96.74933348897824,0,1,100,101.36359761115128,100,98.6426725435149,1,0
16,1,0,0,0,1,0,0,1,-0.1956145167913784,-0.1003854522414955,0.0,100,95.23458194165596,100,92.00670379268009,1,1,100,96.75603654183756,100,92.3549497129481,1,1,100,97.29124924721413,100,95.1074086836304,0,1,100,113.13398968965691,100,86.09746863824778,1,0,100,100.25485312085726,100,92.60807961010136,0,1,100,107.50237285974713,100,93.2466840106466,0,0,100,104.68740002002647,100,96.74079186496353,1,0,100,103.3674789624815,100,87.07023744481076,1,1,100,106.91990863735109,100,95.22013568279792,1,0,100,93.217272475167,100,93.12322565934488,0,1,100,105.1101077936244,100,92.6305487192955,0,0,100,99.06213866003604,100,98.85466901275892,1,1,100,112.18361567974355,100,89.56570668963683,0,0,100,104.18973780704428,100,94.21032826432868,0,0,100,103.39868434404865,100,100.168511785786,1,0,100,110.25794928567326,100,91.3022803366276,1,0,100,111.9496027782635,100,93.8976859676418,0,0,100,101.29629201896137,100,95.85448814283272,1,1,100,117.89220372939393,100,99.77007458029462,0,0,100,108.44940387873166,100,87.95123842139309,1,0,100,105.73077793866426,100,87.70624065970544,1,1,100,106.75988077970077,100,94.88577730783204,0,0,100,103.89288396582003,100,85.89806326991562,1,1,100,93.98672456695492,100,87.85509450182374,1,1,100,105.38827646032912,100,95.82378740740056,0,0,100,111.7203403481916,100,90.19258111652672,1,0,100,109.47473078062434,100,94.6319992734862,0,0,100,105.92637663971368,100,81.50952023900736,1,1,100,104.15660908980436,100,87.29324573211966,1,1,100,103.78884858166548,100,91.66909838336328,1,1,100,105.6179560201786,100,93.32035354277716,1,0,100,104.1801684014556,100,94.04428941866983,1,0,100,109.99421326777885,100,85.92651755242026,1,0,100,94.9572964766823,100,86.32490806098612,1,1,100,104.81499059741208,100,93.90498412649494,0,0,100,102.67235550207528,100,98.3617948334642,1,0,100,95.46785884218376,100,90.03243735390433,1,1,100,100.98017012920336,100,91.50393342961014,1,1,100,95.16315132148368,100,97.66390202983642,1,1,100,105.682550940224,100,89.2283334926374,0,0
221,0,1,0,0,0,0,1,1,0.0172764868961936,-0.0660379229877685,0.0,100,106.36929926015792,100,101.15336337242088,0,1,100,98.73233223964787,100,93.65155232118995,1,1,100,98.77166008423715,100,91.0904322539091,0,1,100,103.25705988290764,100,100.69851953187252,1,1,100,108.98347597016756,100,86.98324770452025,1,1,100,105.23616960299424,100,85.26601243118355,1,1,100,89.36019475313748,100,94.78515155620303,1,1,100,105.80651738490168,100,91.91669875757684,0,1,100,118.90537770103305,100,86.74909495878701,1,1,100,111.29931090546808,100,90.99669337878802,0,1,100,103.66859265583756,100,84.38654362712113,0,1,100,106.6606489902111,100,90.02181607567175,0,1,100,103.9338283367628,100,94.66026180760004,1,1,100,103.0606569693336,100,97.3420891991546,1,1,100,103.7282261127459,100,85.67262977625778,1,1,100,109.67825667849172,100,90.0420161879123,0,1,100,95.2120886820026,100,96.73363553129666,0,1,100,112.6885376287974,100,95.22387404991888,1,1,100,112.70018703678302,100,97.71906791253788,0,1,100,93.466302616372,100,79.77695766882358,0,1,100,97.12309216420456,100,92.89672539968014,1,1,100,98.40039805681636,100,100.93531011873247,0,0,100,112.08118245427788,100,94.63151457279676,0,1,100,113.927783031902,100,89.53542098741829,1,1,100,110.10219871090922,100,92.12445207114756,0,1,100,111.56433748600362,100,92.55512526151124,0,1,100,100.47284488505107,100,88.00356124974542,0,1,100,99.34120901451848,100,89.34102873612517,0,1,100,104.3276142033637,100,87.30875557154386,1,1,100,117.07819443136675,100,90.449939878768,0,1,100,111.5800612775909,100,97.1101730534143,0,1,100,100.27504774878284,100,93.01209949591774,1,1,100,101.76755111643745,100,92.49077645813674,0,1,100,103.47368015116832,100,89.26822422690793,1,1,100,104.17819536934364,100,88.94134917648493,0,1,100,104.32280299844288,100,92.13483240107414,0,1,100,106.7540170383742,100,91.7624915240212,0,1,100,101.466171358486,100,96.71428606780646,1,1,100,104.47541187212497,100,87.73982903600393,0,1,100,108.96140271012364,100,91.00602126363542,0,1
545,0,1,0,0,0,0,1,0,-0.0864303491446087,0.0046693002661888,0.0,100,116.63723000931252,100,86.58988068224383,1,0,100,101.02030084220073,100,99.91643888607484,0,0,100,109.88499705802528,100,91.15941377109608,1,0,100,102.09602580894756,100,92.13416068854508,0,0,100,103.05635968399072,100,85.53471296374832,0,0,100,105.61002837387464,100,95.22552221913256,0,0,100,108.099384655204,100,89.91063455126344,0,0,100,110.28516958177104,100,85.97985647444185,0,0,100,107.9858974727849,100,93.16778386681624,1,0,100,109.98116760761572,100,94.18019501337972,1,0,100,100.98591618553104,100,98.58716210706892,0,0,100,97.2897711931202,100,83.27383744857202,0,1,100,108.21738996754571,100,96.54630266591892,1,0,100,99.16478092897032,100,92.94832718342812,1,1,100,101.38410316333534,100,92.78917245145894,0,0,100,103.79545074557622,100,93.01773961748306,1,0,100,108.43401681666452,100,89.05871704629475,0,0,100,105.83101123177212,100,90.97469679933964,0,0,100,105.70113589716358,100,94.81644173345884,0,0,100,100.22183345617236,100,94.5311332854898,0,0,100,101.94824919654508,100,86.30887895386508,1,0,100,100.58807394135444,100,93.74591796412165,0,0,100,107.52776360978451,100,89.24490277872364,1,0,100,104.82540014613284,100,91.1674219819875,1,0,100,100.4851519736472,100,90.57033248066976,1,0,100,105.82250800771112,100,90.55659432769632,1,0,100,94.15336810804286,100,100.0083578030196,1,1,100,97.66045935382957,100,95.55946615094145,0,1,100,105.6337510524401,100,87.10632499545399,0,0,100,102.07605165275318,100,84.72035425681912,0,0,100,104.27065636071136,100,89.02988950240228,0,0,100,106.96653875952477,100,93.36720405991268,0,0,100,98.2906391721712,100,90.33782438680429,1,1,100,109.93645935834545,100,92.9979370876414,1,0,100,105.71821961744251,100,90.89271964722948,0,0,100,107.22703951887036,100,91.7694884835764,1,0,100,108.01298977567758,100,90.73125181923736,0,0,100,110.3806729815486,100,97.9242535641398,0,0,100,105.37506787465558,100,90.4641279981142,1,0,100,104.0697253783742,100,97.70100158362864,1,0
55,0,1,0,1,0,0,1,0,-0.0253886904662755,-0.0976326500118282,0.0,100,103.5990672477617,100,97.05927821997354,0,1,100,97.77930657632729,100,82.11778332117102,0,1,100,105.76793896930926,100,92.34412235354124,0,1,100,94.44171749092877,100,93.9558311150309,1,1,100,97.96614855508862,100,91.84355915647474,0,1,100,105.93010160635056,100,97.50697400101488,1,1,100,97.85476542298416,100,88.33027864007481,1,1,100,98.15443710219816,100,97.75682665475408,1,1,100,109.56918637189312,100,94.4322745276718,0,1,100,94.5874312697971,100,100.99375323613748,1,1,100,105.78214492975712,100,81.35313395526575,1,1,100,99.17492931244092,100,92.09161360815838,0,1,100,103.093949136316,100,94.69060399451593,0,1,100,106.66917555375208,100,95.8185099930073,1,1,100,99.1353394158079,100,91.90243991624764,0,1,100,97.5456062807956,100,96.20129959208978,0,1,100,102.4086977321764,100,95.58335044085706,0,1,100,99.52821694434068,100,90.34105191985934,1,1,100,112.49680297727748,100,91.7732722524136,0,1,100,108.0492736569383,100,90.85832829191538,0,1,100,117.54244089812804,100,84.93567664215318,1,1,100,97.31590960850014,100,100.94118127030362,0,0,100,104.04141810461604,100,91.05537686459176,0,1,100,98.08745878883296,100,86.20604874259482,1,1,100,101.55253567436996,100,100.4071755700267,1,0,100,119.32390220386216,100,91.2474032994261,0,1,100,105.6822510246234,100,85.76655616459759,1,1,100,97.266534444148,100,93.72377124497685,1,1,100,105.65685439763932,100,88.98243860033311,0,1,100,105.49548759790804,100,92.6954044242216,1,1,100,97.04161728917671,100,91.39689239732289,0,1,100,102.23028055548544,100,94.9802911669128,1,1,100,100.529531664449,100,86.79852974804284,0,1,100,102.67675614897396,100,96.30760117079424,1,1,100,104.87426299301048,100,85.90752006798762,1,1,100,108.60115240571643,100,100.55016336283816,1,0,100,101.3862059744716,100,86.0146060472519,0,1,100,94.2915012139227,100,89.63212249492672,1,1,100,99.6802772700334,100,90.68555384239367,0,1,100,109.98997229726872,100,93.46125594479064,1,1
341,1,0,0,1,0,0,1,1,-0.1243763350810413,-0.0096609091457524,0.0,100,105.87208405515108,100,98.96510451211162,1,0,100,108.71774464345194,100,89.97251079198435,1,0,100,101.6311049246288,100,92.84141312770436,0,0,100,112.2100789894321,100,91.59879685926296,0,0,100,97.01699680761102,100,92.04929343120897,0,1,100,105.44686355987449,100,88.2948093234669,0,0,100,102.06204241059834,100,93.04824603264044,0,0,100,89.02353801214707,100,92.18470777183084,1,1,100,110.0210129877101,100,91.68122776725129,0,0,100,100.36376314405284,100,94.29309974166569,0,1,100,116.86103860341386,100,93.34050565700998,0,0,100,110.4994678607903,100,92.15588266795416,1,0,100,91.70266836289866,100,91.85153038849477,1,1,100,108.32889514658864,100,92.76056957305224,0,0,100,102.63340760114224,100,94.64190778843458,1,0,100,103.84529680558178,100,92.98101823224842,1,0,100,96.1998972684869,100,88.51504258723277,0,1,100,97.7328264598055,100,89.65352088980141,1,1,100,103.1127675331564,100,97.01986304269384,0,0,100,111.23021818298422,100,99.45959113281236,1,0,100,105.59316749272148,100,90.05683725499034,1,0,100,100.82660982051674,100,84.96252941036872,1,1,100,112.49074232493804,100,92.94042856692968,1,0,100,103.35057786766411,100,89.57395732540934,0,0,100,104.53655891455644,100,84.53444435861032,1,0,100,94.21921945870233,100,93.68451079804224,1,1,100,118.10451297314113,100,87.6102735719645,0,0,100,109.46526557090674,100,97.64615119750522,0,0,100,101.69142899202969,100,92.58950770004957,0,0,100,98.60932088495127,100,89.24877317163869,1,1,100,106.71163976764018,100,92.39690825732308,1,0,100,107.49992102171784,100,92.2126531995538,1,0,100,98.93661855793088,100,91.94676932592466,0,1,100,98.56836394013996,100,90.05693694102987,1,1,100,110.04452260660244,100,96.1099826084586,0,0,100,107.41479656592357,100,92.773474244387,1,0,100,100.64213755072952,100,91.48001318595828,1,1,100,104.6223645833825,100,97.3873617165999,1,0,100,96.34437006507832,100,80.25116602778235,1,1,100,110.15578635504768,100,94.33759136864566,1,0
689,0,0,1,0,1,0,0,0,-0.1222683430880889,-0.2324085269221536,0.0,100,107.42430771275995,100,92.6266993980681,1,1,100,108.98677618273994,100,97.75256021055296,0,0,100,97.66220153187749,100,91.91605031975196,0,1,100,97.68244751238144,100,86.46773122616074,1,1,100,100.66993387053051,100,88.99591719784885,0,1,100,111.94721473164064,100,87.54729398947754,1,1,100,93.25706740834808,100,87.04002677558546,0,1,100,98.23063564030667,100,92.85810884805932,0,1,100,102.87451186238587,100,86.99611309066688,0,1,100,111.2444952922965,100,93.5979538414071,0,1,100,116.75979258925616,100,88.81830406028139,1,1,100,99.45569145347164,100,99.79834554263364,1,1,100,99.85608532883958,100,94.29903345226047,1,1,100,100.35923842771572,100,91.82018654152044,0,1,100,112.78531722147,100,95.9633588113567,0,0,100,98.06832087647643,100,96.2759683386497,1,1,100,101.17247811818586,100,89.08362293630339,0,1,100,99.63297898089164,100,96.8354102147457,1,1,100,103.25490587280076,100,86.75642373243676,1,1,100,114.22229910867338,100,101.07849144248682,1,0,100,99.387286661295,100,91.83674048885072,0,1,100,103.48352106337477,100,97.46775314669642,1,1,100,93.3380910288898,100,88.82027642356522,1,1,100,107.56146672004544,100,80.8535432277742,0,1,100,93.49770620992877,100,84.27769997063346,0,1,100,101.65956027811356,100,86.45530930550717,1,1,100,114.371691260946,100,97.67843543975076,1,0,100,106.7095761246203,100,88.11666882273525,0,1,100,102.1977662588216,100,78.97508365635741,1,1,100,101.8569380850934,100,92.38123733111703,1,1,100,113.74095551026112,100,100.55961113634991,0,0,100,97.79044586709324,100,93.37712401443824,1,1,100,101.76106880627582,100,93.96627143464332,0,1,100,104.8918602814164,100,94.4576231990856,1,1,100,108.65498384127434,100,95.1628268133902,1,1,100,112.92524354966017,100,92.98614044241177,0,1,100,107.3291938000855,100,91.77380647510556,1,1,100,108.352035458845,100,88.37656018606562,1,1,100,117.73773543475248,100,96.99207683024132,0,0,100,111.78800561620876,100,94.24804388406211,1,0
